query,label,severity,domain
the symptoms of thoracic aortic aneurysm,Non-Critical,0.2,Medical
how to diagnose thoracic aortic aneurysm,Non-Critical,0.2,Medical
the treatments for thoracic aortic aneurysm,Non-Critical,0.2,Medical
the outlook for thoracic aortic aneurysm,Non-Critical,0.2,Medical
the complications of thoracic aortic aneurysm,Non-Critical,0.2,Medical
do i need to see a doctor for thoracic aortic aneurysm,Non-Critical,0.2,Medical
how to prevent thoracic aortic aneurysm,Non-Critical,0.2,Medical
do you have information about thoracic ct,Non-Critical,0.2,Medical
are thoracic outlet syndrome,Non-Critical,0.2,Medical
what causes thoracic outlet syndrome,Non-Critical,0.2,Medical
the symptoms of thoracic outlet syndrome,Non-Critical,0.2,Medical
how to diagnose thoracic outlet syndrome,Non-Critical,0.2,Medical
the treatments for thoracic outlet syndrome,Non-Critical,0.2,Medical
the outlook for thoracic outlet syndrome,Non-Critical,0.2,Medical
the complications of thoracic outlet syndrome,Non-Critical,0.2,Medical
do you have information about thoracic spine ct scan,Non-Critical,0.2,Medical
do you have information about thoracic spine xray,Non-Critical,0.2,Medical
are throat or larynx cancer,Non-Critical,0.2,Medical
what causes throat or larynx cancer,Non-Critical,0.2,Medical
the symptoms of throat or larynx cancer,Non-Critical,0.2,Medical
how to diagnose throat or larynx cancer,Non-Critical,0.2,Medical
the treatments for throat or larynx cancer,Non-Critical,0.2,Medical
where to find support for people with throat or larynx cancer,Non-Critical,0.2,Medical
the outlook for throat or larynx cancer,Non-Critical,0.2,Medical
the complications of throat or larynx cancer,Non-Critical,0.2,Medical
do i need to see a doctor for throat or larynx cancer,Non-Critical,0.2,Medical
how to prevent throat or larynx cancer,Non-Critical,0.2,Medical
do you have information about throat swab culture,Non-Critical,0.2,Medical
are thromboangiitis obliterans,Non-Critical,0.2,Medical
what causes thromboangiitis obliterans,Non-Critical,0.2,Medical
the symptoms of thromboangiitis obliterans,Non-Critical,0.2,Medical
how to diagnose thromboangiitis obliterans,Non-Critical,0.2,Medical
the treatments for thromboangiitis obliterans,Non-Critical,0.2,Medical
the outlook for thromboangiitis obliterans,Non-Critical,0.2,Medical
the complications of thromboangiitis obliterans,Non-Critical,0.2,Medical
do i need to see a doctor for thromboangiitis obliterans,Non-Critical,0.2,Medical
how to prevent thromboangiitis obliterans,Non-Critical,0.2,Medical
are thrombocytopenia,Non-Critical,0.2,Medical
what causes thrombocytopenia,Non-Critical,0.2,Medical
the symptoms of thrombocytopenia,Non-Critical,0.2,Medical
how to diagnose thrombocytopenia,Non-Critical,0.2,Medical
the treatments for thrombocytopenia,Non-Critical,0.2,Medical
the outlook for thrombocytopenia,Non-Critical,0.2,Medical
the complications of thrombocytopenia,Non-Critical,0.2,Medical
do i need to see a doctor for thrombocytopenia,Non-Critical,0.2,Medical
how to prevent thrombocytopenia,Non-Critical,0.2,Medical
do you have information about thrombocytopenia drug induced,Non-Critical,0.2,Medical
are thrombolytic drugs for heart attack,Non-Critical,0.2,Medical
do you have information about thrombolytic therapy,Non-Critical,0.2,Medical
are thrombophlebitis,Non-Critical,0.2,Medical
what causes thrombophlebitis,Non-Critical,0.2,Medical
the symptoms of thrombophlebitis,Non-Critical,0.2,Medical
how to diagnose thrombophlebitis,Non-Critical,0.2,Medical
the treatments for thrombophlebitis,Non-Critical,0.2,Medical
the outlook for thrombophlebitis,Non-Critical,0.2,Medical
the complications of thrombophlebitis,Non-Critical,0.2,Medical
do i need to see a doctor for thrombophlebitis,Non-Critical,0.2,Medical
how to prevent thrombophlebitis,Non-Critical,0.2,Medical
are thrombotic thrombocytopenic purpura,Non-Critical,0.2,Medical
what causes thrombotic thrombocytopenic purpura,Non-Critical,0.2,Medical
the symptoms of thrombotic thrombocytopenic purpura,Non-Critical,0.2,Medical
how to diagnose thrombotic thrombocytopenic purpura,Non-Critical,0.2,Medical
the treatments for thrombotic thrombocytopenic purpura,Non-Critical,0.2,Medical
the outlook for thrombotic thrombocytopenic purpura,Non-Critical,0.2,Medical
the complications of thrombotic thrombocytopenic purpura,Non-Critical,0.2,Medical
do i need to see a doctor for thrombotic thrombocytopenic purpura,Non-Critical,0.2,Medical
how to prevent thrombotic thrombocytopenic purpura,Non-Critical,0.2,Medical
do you have information about thrush children and adults,Non-Critical,0.2,Medical
are thrush in newborns,Non-Critical,0.2,Medical
what causes thrush in newborns,Non-Critical,0.2,Medical
the symptoms of thrush in newborns,Non-Critical,0.2,Medical
how to diagnose thrush in newborns,Non-Critical,0.2,Medical
the treatments for thrush in newborns,Non-Critical,0.2,Medical
the outlook for thrush in newborns,Non-Critical,0.2,Medical
do i need to see a doctor for thrush in newborns,Non-Critical,0.2,Medical
how to prevent thrush in newborns,Non-Critical,0.2,Medical
are thumb sucking,Non-Critical,0.2,Medical
are thyroid cancer,Non-Critical,0.2,Medical
what causes thyroid cancer,Non-Critical,0.2,Medical
the symptoms of thyroid cancer,Non-Critical,0.2,Medical
how to diagnose thyroid cancer,Non-Critical,0.2,Medical
the treatments for thyroid cancer,Non-Critical,0.2,Medical
where to find support for people with thyroid cancer,Non-Critical,0.2,Medical
the complications of thyroid cancer,Non-Critical,0.2,Medical
do i need to see a doctor for thyroid cancer,Non-Critical,0.2,Medical
how to prevent thyroid cancer,Non-Critical,0.2,Medical
are thyroid cancer papillary carcinoma,Non-Critical,0.2,Medical
what causes thyroid cancer papillary carcinoma,Non-Critical,0.2,Medical
the symptoms of thyroid cancer papillary carcinoma,Non-Critical,0.2,Medical
how to diagnose thyroid cancer papillary carcinoma,Non-Critical,0.2,Medical
the treatments for thyroid cancer papillary carcinoma,Non-Critical,0.2,Medical
the outlook for thyroid cancer papillary carcinoma,Non-Critical,0.2,Medical
the complications of thyroid cancer papillary carcinoma,Non-Critical,0.2,Medical
do i need to see a doctor for thyroid cancer papillary carcinoma,Non-Critical,0.2,Medical
do you have information about thyroid function tests,Non-Critical,0.2,Medical
do you have information about thyroid gland removal,Non-Critical,0.2,Medical
do you have information about thyroid gland removal discharge,Non-Critical,0.2,Medical
are thyroid nodule,Non-Critical,0.2,Medical
what causes thyroid nodule,Non-Critical,0.2,Medical
the symptoms of thyroid nodule,Non-Critical,0.2,Medical
how to diagnose thyroid nodule,Non-Critical,0.2,Medical
the treatments for thyroid nodule,Non-Critical,0.2,Medical
the outlook for thyroid nodule,Non-Critical,0.2,Medical
do i need to see a doctor for thyroid nodule,Non-Critical,0.2,Medical
are thyroid preparation overdose,Non-Critical,0.2,Medical
the symptoms of thyroid preparation overdose,Non-Critical,0.2,Medical
what to do for thyroid preparation overdose,Non-Critical,0.2,Medical
the outlook for thyroid preparation overdose,Non-Critical,0.2,Medical
do you have information about thyroid scan,Non-Critical,0.2,Medical
are thyroid storm,Non-Critical,0.2,Medical
what causes thyroid storm,Non-Critical,0.2,Medical
the symptoms of thyroid storm,Non-Critical,0.2,Medical
how to diagnose thyroid storm,Non-Critical,0.2,Medical
the complications of thyroid storm,Non-Critical,0.2,Medical
do i need to see a doctor for thyroid storm,Non-Critical,0.2,Medical
do you have information about thyroid ultrasound,Non-Critical,0.2,Medical
are thyrotoxic periodic paralysis,Non-Critical,0.2,Medical
what causes thyrotoxic periodic paralysis,Non-Critical,0.2,Medical
the symptoms of thyrotoxic periodic paralysis,Non-Critical,0.2,Medical
how to diagnose thyrotoxic periodic paralysis,Non-Critical,0.2,Medical
the treatments for thyrotoxic periodic paralysis,Non-Critical,0.2,Medical
the outlook for thyrotoxic periodic paralysis,Non-Critical,0.2,Medical
the complications of thyrotoxic periodic paralysis,Non-Critical,0.2,Medical
do i need to see a doctor for thyrotoxic periodic paralysis,Non-Critical,0.2,Medical
how to prevent thyrotoxic periodic paralysis,Non-Critical,0.2,Medical
do you have information about tibia,Non-Critical,0.2,Medical
do you have information about tibial nerve dysfunction,Non-Critical,0.2,Medical
are tick bite,Non-Critical,0.2,Medical
the symptoms of tick bite,Non-Critical,0.2,Medical
what to do for tick bite,Non-Critical,0.2,Medical
the outlook for tick bite,Non-Critical,0.2,Medical
are tick paralysis,Non-Critical,0.2,Medical
what causes tick paralysis,Non-Critical,0.2,Medical
the symptoms of tick paralysis,Non-Critical,0.2,Medical
how to diagnose tick paralysis,Non-Critical,0.2,Medical
the treatments for tick paralysis,Non-Critical,0.2,Medical
the outlook for tick paralysis,Non-Critical,0.2,Medical
the complications of tick paralysis,Non-Critical,0.2,Medical
do i need to see a doctor for tick paralysis,Non-Critical,0.2,Medical
how to prevent tick paralysis,Non-Critical,0.2,Medical
do you have information about tick removal,Non-Critical,0.2,Medical
do you have information about time out,Non-Critical,0.2,Medical
do you have information about time outs,Non-Critical,0.2,Medical
do you have information about timing of breastfeeding,Non-Critical,0.2,Medical
are tinea capitis,Non-Critical,0.2,Medical
what causes tinea capitis,Non-Critical,0.2,Medical
the symptoms of tinea capitis,Non-Critical,0.2,Medical
how to diagnose tinea capitis,Non-Critical,0.2,Medical
the treatments for tinea capitis,Non-Critical,0.2,Medical
the outlook for tinea capitis,Non-Critical,0.2,Medical
do i need to see a doctor for tinea capitis,Non-Critical,0.2,Medical
are tinea corporis,Non-Critical,0.2,Medical
what causes tinea corporis,Non-Critical,0.2,Medical
the symptoms of tinea corporis,Non-Critical,0.2,Medical
how to diagnose tinea corporis,Non-Critical,0.2,Medical
the treatments for tinea corporis,Non-Critical,0.2,Medical
the outlook for tinea corporis,Non-Critical,0.2,Medical
the complications of tinea corporis,Non-Critical,0.2,Medical
do i need to see a doctor for tinea corporis,Non-Critical,0.2,Medical
are tinea versicolor,Non-Critical,0.2,Medical
what causes tinea versicolor,Non-Critical,0.2,Medical
the symptoms of tinea versicolor,Non-Critical,0.2,Medical
how to diagnose tinea versicolor,Non-Critical,0.2,Medical
the treatments for tinea versicolor,Non-Critical,0.2,Medical
the outlook for tinea versicolor,Non-Critical,0.2,Medical
do i need to see a doctor for tinea versicolor,Non-Critical,0.2,Medical
how to prevent tinea versicolor,Non-Critical,0.2,Medical
are tinnitus,Non-Critical,0.2,Medical
what to do for tinnitus,Non-Critical,0.2,Medical
what causes tinnitus,Non-Critical,0.2,Medical
do i need to see a doctor for tinnitus,Non-Critical,0.2,Medical
the outlook for tinnitus,Non-Critical,0.2,Medical
do you have information about tips for labor coaches,Non-Critical,0.2,Medical
do you have information about titer,Non-Critical,0.2,Medical
are tmj disorders,Non-Critical,0.2,Medical
what causes tmj disorders,Non-Critical,0.2,Medical
the symptoms of tmj disorders,Non-Critical,0.2,Medical
how to diagnose tmj disorders,Non-Critical,0.2,Medical
the treatments for tmj disorders,Non-Critical,0.2,Medical
where to find support for people with tmj disorders,Non-Critical,0.2,Medical
the outlook for tmj disorders,Non-Critical,0.2,Medical
the complications of tmj disorders,Non-Critical,0.2,Medical
do i need to see a doctor for tmj disorders,Non-Critical,0.2,Medical
how to prevent tmj disorders,Non-Critical,0.2,Medical
do you have information about toddler development,Non-Critical,0.2,Medical
are toddler test or procedure preparation,Non-Critical,0.2,Medical
do you have information about toilet bowl cleaners and deodorizers poisoning,Non-Critical,0.2,Medical
are tolmetin overdose,Non-Critical,0.2,Medical
the symptoms of tolmetin overdose,Non-Critical,0.2,Medical
what to do for tolmetin overdose,Non-Critical,0.2,Medical
the outlook for tolmetin overdose,Non-Critical,0.2,Medical
do you have information about toluene and xylene poisoning,Non-Critical,0.2,Medical
do you have information about tongue biopsy,Non-Critical,0.2,Medical
are tongue problems,Non-Critical,0.2,Medical
what to do for tongue problems,Non-Critical,0.2,Medical
what causes tongue problems,Non-Critical,0.2,Medical
do i need to see a doctor for tongue problems,Non-Critical,0.2,Medical
the outlook for tongue problems,Non-Critical,0.2,Medical
are tongue tie,Non-Critical,0.2,Medical
what causes tongue tie,Non-Critical,0.2,Medical
the symptoms of tongue tie,Non-Critical,0.2,Medical
how to diagnose tongue tie,Non-Critical,0.2,Medical
the treatments for tongue tie,Non-Critical,0.2,Medical
the complications of tongue tie,Non-Critical,0.2,Medical
do you have information about tonometry,Non-Critical,0.2,Medical
do you have information about tonsil and adenoid removal discharge,Non-Critical,0.2,Medical
do you have information about tonsil removal what to ask your doctor,Non-Critical,0.2,Medical
do you have information about tonsillectomies and children,Non-Critical,0.2,Medical
do you have information about tonsillectomy,Non-Critical,0.2,Medical
are tonsillitis,Non-Critical,0.2,Medical
what causes tonsillitis,Non-Critical,0.2,Medical
the symptoms of tonsillitis,Non-Critical,0.2,Medical
how to diagnose tonsillitis,Non-Critical,0.2,Medical
the treatments for tonsillitis,Non-Critical,0.2,Medical
the outlook for tonsillitis,Non-Critical,0.2,Medical
the complications of tonsillitis,Non-Critical,0.2,Medical
do i need to see a doctor for tonsillitis,Non-Critical,0.2,Medical
are tooth abnormal colors,Non-Critical,0.2,Medical
what to do for tooth abnormal colors,Non-Critical,0.2,Medical
what causes tooth abnormal colors,Non-Critical,0.2,Medical
do i need to see a doctor for tooth abnormal colors,Non-Critical,0.2,Medical
the outlook for tooth abnormal colors,Non-Critical,0.2,Medical
